Respondent_ID,Segment,Gender,Q1_Age,Q2_Nationality,Q3_Income_Bracket,Q3_Income_AED_Month,Q4_Living_Situation,Q5_Area_Dubai,Q6_Num_Apps_Used,Q7_Monthly_Service_Spend_AED,Q8_Hours_Logistics_Per_Week,Q9_Uses_Laundry,Q9_Uses_Cleaning,Q9_Uses_Carwash,Q9_Uses_Grocery,Q9_Uses_Salon,Q9_Uses_Maintenance,Q9_Uses_Petcare,Q9_Uses_Airport,Q9_Uses_Concierge,Q10_Satisfaction_Current,Q11_Problem_Frequency,Q12_Pain_Score_1to10,Q13_Primary_Frustration,Q14_Importance_One_App,Q15_Freq_Laundry,Q15_Freq_Cleaning,Q15_Freq_Carwash,Q15_Freq_Grocery,Q15_Freq_Salon,Q15_Freq_Maintenance,Q15_Freq_Petcare,Q16_Car_Ownership,Q17_Pet_Ownership,Q18_Subscription_Intent,Q19_WTP_AED_Month,Q19_WTP_Category,Q20_Preferred_Payment,Q21_Rank_Laundry,Q21_Rank_Cleaning,Q21_Rank_Carwash,Q21_Rank_Grocery,Q21_Rank_Salon,Q21_Rank_Maintenance,Q21_Rank_Petcare,Q21_Rank_Airport,Q21_Rank_Concierge,Q22_AI_Comfort,Q23_Existing_Subscriptions,Q24_Trust_Driver,Q25_LifeScore,Would_Subscribe
LP0546,Nuclear Family,Male,30,Pakistani,2,5100.0,Family with kids,Downtown/Business Bay,8,780.0,3,1,1,0,1,1,1,0,0,0,2,3,6.9,No personalisation,4,5,5,3,5,3,3,1,Family car,No pets,5,620.0,AED 500-749,Monthly subscription,1,3,0,2,0,0,0,0,0,2,3,Free trial,3,1
LP0547,Busy Professional,Female,40,Indian,3,15400.0,Living alone,JLT/Marina,8,1010.0,4,1,1,0,1,1,1,1,1,0,2,3,7.0,No personalisation,4,5,4,5,4,3,1,1,Own car,No pets,5,210.0,AED 200-299,Pay per use + discount,2,3,1,0,0,0,0,0,0,5,3,Peer recommendation,2,1
LP0548,Budget Expat,Male,22,Pakistani,2,9700.0,Couple no kids,International City/Al Quoz,4,530.0,3,0,0,1,0,1,0,1,0,0,4,4,5.4,Too expensive,3,1,3,2,2,3,2,2,No car,One pet,4,130.0,AED 100-199,Flexible credits,0,2,0,3,1,0,0,0,0,3,2,Peer recommendation,3,0
LP0549,Budget Expat,Male,22,Indian,2,9100.0,Extended family,Mirdif/Sports City,6,470.0,3,1,1,1,1,1,0,0,0,0,2,1,7.5,Too expensive,2,1,2,2,2,3,1,1,No car,No pets,3,200.0,AED 200-299,Flexible credits,0,3,2,0,1,0,0,0,0,1,2,Transparent pricing,3,0
LP0550,Busy Professional,Female,31,Indian,3,17800.0,Family with kids,Mirdif/Sports City,6,710.0,3,1,1,1,1,0,1,0,1,0,2,3,8.8,Too many apps to manage,4,4,3,4,4,2,4,3,Family car,One pet,5,260.0,AED 200-299,Annual subscription,0,0,1,3,0,2,0,0,0,5,3,Peer recommendation,2,1
LP0551,Busy Professional,Male,30,Other,3,11500.0,Couple no kids,JLT/Marina,7,640.0,3,1,1,0,1,1,1,0,1,1,2,4,5.9,Hard to book and track,5,4,3,4,5,4,1,2,No car,One pet,5,160.0,AED 100-199,Annual subscription,2,0,0,1,3,0,0,0,0,3,2,Free trial,3,1
LP0552,Budget Expat,Male,30,Pakistani,2,8600.0,Family with kids,Mirdif/Sports City,4,500.0,3,0,1,1,1,0,1,0,1,0,2,4,5.9,Too expensive,2,3,1,1,4,4,1,2,No car,No pets,3,180.0,AED 100-199,Pay per use + discount,3,0,0,2,1,0,0,0,0,2,2,Free trial,2,0
LP0553,Busy Professional,Female,29,Pakistani,3,12400.0,Couple no kids,Deira/Bur Dubai,7,850.0,3,1,1,1,1,0,1,0,0,0,1,3,7.6,Too many apps to manage,4,3,4,5,4,3,1,1,Own car,No pets,5,250.0,AED 200-299,Pay per use + discount,0,3,1,2,0,0,0,0,0,4,1,Free trial,3,1
LP0554,Nuclear Family,Female,39,Filipino,4,25700.0,Family with kids,Mirdif/Sports City,9,2230.0,3,1,1,1,1,1,1,0,0,0,4,3,7.3,Unreliable quality/timing,4,4,4,3,5,5,3,2,Own car,No pets,4,490.0,AED 400-499,Monthly subscription,0,3,0,2,1,0,0,0,0,3,1,Free trial,3,1
LP0555,Premium Resident,Male,52,British/Western,5,81300.0,Family with kids,Palm/Emirates Hills,12,10890.0,2,1,0,0,1,1,1,0,1,0,2,3,9.8,No cross-service loyalty,3,3,3,5,2,5,3,1,Own car,No pets,5,690.0,AED 500-749,Annual subscription,0,0,1,0,2,3,0,0,0,3,3,Transparent pricing,3,1
LP0556,Budget Expat,Male,20,Indian,3,13600.0,Family with kids,Deira/Bur Dubai,4,390.0,2,1,0,1,0,0,0,0,0,0,1,3,5.0,Unreliable quality/timing,3,2,3,2,3,2,1,1,Family car,No pets,2,80.0,Below AED 100,Monthly subscription,0,2,3,1,0,0,0,0,0,2,0,Transparent pricing,3,0
LP0557,Budget Expat,Male,25,Indian,2,5400.0,Family with kids,Other,3,440.0,2,1,0,1,1,0,1,0,1,0,4,3,2.6,Unreliable quality/timing,3,4,3,1,3,3,3,1,No car,No pets,3,160.0,AED 100-199,Annual subscription,1,0,0,3,0,0,0,2,0,4,3,Transparent pricing,3,0
LP0558,Budget Expat,Female,25,Filipino,2,7100.0,Extended family,International City/Al Quoz,5,360.0,3,0,0,0,1,0,0,0,0,0,4,4,5.7,Unreliable quality/timing,1,1,2,1,4,1,1,1,No car,One pet,3,210.0,AED 200-299,Flexible credits,0,2,0,1,0,3,0,0,0,2,2,Cancellation policy,4,0
LP0559,Budget Expat,Male,30,Emirati,2,6600.0,Living alone,JLT/Marina,4,330.0,1,0,1,0,1,1,0,0,0,0,3,4,5.6,Unreliable quality/timing,4,2,4,2,1,3,3,3,Own car,No pets,2,160.0,AED 100-199,Pay per use + discount,0,1,0,0,3,0,2,0,0,4,0,Peer recommendation,2,0
LP0560,Nuclear Family,Male,43,Other,3,13700.0,Family with kids,Mirdif/Sports City,7,1810.0,3,1,0,1,1,1,1,0,0,0,2,3,10.0,No personalisation,5,5,5,1,4,3,3,1,Own car,Multiple pets,4,240.0,AED 200-299,Pay per use + discount,1,2,0,3,0,0,0,0,0,4,1,Transparent pricing,2,1
LP0561,Budget Expat,Female,21,Other,2,9100.0,Family with kids,Mirdif/Sports City,3,400.0,4,1,1,0,1,1,1,0,0,0,3,2,6.5,Too expensive,4,2,5,2,3,1,2,1,Own car,Multiple pets,2,130.0,AED 100-199,Pay per use + discount,0,1,0,2,0,3,0,0,0,3,1,Free trial,3,0
LP0562,Budget Expat,Male,23,Filipino,2,6200.0,Living alone,Deira/Bur Dubai,5,580.0,3,1,1,0,1,0,0,0,0,0,3,3,5.4,Too expensive,2,2,2,1,3,2,3,2,No car,Multiple pets,3,110.0,AED 100-199,Annual subscription,0,0,0,1,3,2,0,0,0,4,2,Free trial,3,0
LP0563,Nuclear Family,Female,35,Indian,3,16900.0,Family with kids,Downtown/Business Bay,7,3090.0,4,1,1,1,0,1,0,0,0,0,2,5,7.0,Unreliable quality/timing,3,5,3,5,4,1,4,2,Own car,No pets,4,480.0,AED 400-499,Monthly subscription,2,0,1,3,0,0,0,0,0,4,1,Peer recommendation,1,1
LP0564,Budget Expat,Female,26,British/Western,2,8900.0,Family with kids,International City/Al Quoz,6,280.0,2,1,1,1,1,0,0,1,1,0,3,3,7.3,Too many apps to manage,2,3,3,4,2,4,2,1,Family car,No pets,4,140.0,AED 100-199,Monthly subscription,0,0,1,0,2,0,0,3,0,4,0,Free trial,3,0
LP0565,Nuclear Family,Female,43,Other,3,13100.0,Family with kids,JLT/Marina,5,2130.0,3,1,1,1,1,1,1,1,1,0,1,3,9.3,Too many apps to manage,4,5,2,4,5,2,5,2,Own car,One pet,5,400.0,AED 400-499,Monthly subscription,2,0,0,1,0,3,0,0,0,1,0,Free trial,1,1
LP0566,Nuclear Family,Female,45,Filipino,3,14900.0,Family with kids,JLT/Marina,8,1970.0,2,1,0,0,1,1,1,0,1,0,3,2,6.0,Unreliable quality/timing,4,4,3,3,5,3,4,2,No car,No pets,4,490.0,AED 400-499,Monthly subscription,2,0,0,1,0,3,0,0,0,3,3,Transparent pricing,3,1
LP0567,Busy Professional,Male,35,Indian,3,15400.0,Living alone,Downtown/Business Bay,6,1320.0,4,1,0,0,1,1,0,1,0,0,2,4,9.0,Too many apps to manage,4,5,4,3,4,4,3,1,Own car,No pets,4,400.0,AED 400-499,Annual subscription,1,0,0,3,2,0,0,0,0,4,2,Transparent pricing,1,1
LP0568,Budget Expat,Male,30,Arab,2,5500.0,Flatmates,Other,3,410.0,3,1,1,0,1,1,1,0,0,0,5,2,2.7,Unreliable quality/timing,3,3,2,2,2,5,2,1,Own car,No pets,2,250.0,AED 200-299,Flexible credits,2,0,0,0,1,3,0,0,0,3,2,Verified partners,3,0
LP0569,Budget Expat,Female,26,Pakistani,2,8200.0,Flatmates,Deira/Bur Dubai,7,440.0,2,0,1,0,0,0,1,0,0,0,3,2,5.1,Too many apps to manage,4,3,2,4,3,3,2,1,No car,No pets,3,120.0,AED 100-199,Flexible credits,2,0,1,0,3,0,0,0,0,4,1,Peer recommendation,5,0
LP0570,Busy Professional,Male,35,British/Western,2,6400.0,Living alone,JLT/Marina,7,920.0,5,1,1,0,1,1,0,1,0,0,2,3,7.4,Too expensive,5,4,2,3,5,4,1,4,Own car,No pets,4,430.0,AED 400-499,Monthly subscription,2,0,0,1,0,0,3,0,0,5,3,Peer recommendation,2,1
LP0571,Budget Expat,Female,28,Pakistani,2,5400.0,Flatmates,Deira/Bur Dubai,5,250.0,3,0,1,0,0,0,0,0,0,0,4,2,3.9,Too many apps to manage,3,2,2,2,3,3,2,2,Own car,No pets,3,180.0,AED 100-199,Pay per use + discount,3,0,0,1,2,0,0,0,0,2,1,Free trial,2,0
LP0572,Nuclear Family,Female,38,Arab,3,19000.0,Family with kids,Mirdif/Sports City,6,1640.0,3,1,1,1,1,1,1,0,0,0,2,4,9.0,Unreliable quality/timing,4,5,3,5,5,1,3,1,Own car,No pets,4,270.0,AED 200-299,Flexible credits,2,0,1,3,0,0,0,0,0,5,0,Data privacy,1,1
LP0573,Nuclear Family,Male,42,Other,2,9700.0,Family with kids,Downtown/Business Bay,6,860.0,1,1,1,1,1,1,1,0,0,0,1,2,8.3,No personalisation,4,5,4,1,5,4,3,2,Own car,One pet,5,320.0,AED 300-399,Monthly subscription,2,0,0,1,3,0,0,0,0,3,3,Peer recommendation,3,1
LP0574,Nuclear Family,Male,34,Pakistani,3,11200.0,Family with kids,Deira/Bur Dubai,6,1540.0,3,1,0,0,1,0,1,0,1,1,4,2,8.5,Unreliable quality/timing,5,5,3,3,5,4,3,2,No car,No pets,4,350.0,AED 300-399,Monthly subscription,1,0,0,2,3,0,0,0,0,3,2,Free trial,3,0
LP0575,Busy Professional,Male,24,Indian,3,14800.0,Living alone,JLT/Marina,8,1190.0,3,1,1,1,0,1,1,0,1,1,2,3,8.8,Too expensive,4,4,3,3,5,2,1,2,Own car,No pets,4,230.0,AED 200-299,Annual subscription,2,0,3,1,0,0,0,0,0,3,2,Peer recommendation,2,1
LP0576,Budget Expat,Female,28,Filipino,1,2200.0,Couple no kids,Mirdif/Sports City,6,340.0,3,1,1,0,0,0,0,0,1,0,1,4,8.4,Unreliable quality/timing,1,3,3,3,5,2,4,1,No car,No pets,2,220.0,AED 200-299,Flexible credits,3,0,0,1,0,2,0,0,0,3,2,Peer recommendation,2,0
LP0577,Budget Expat,Male,26,Pakistani,2,6100.0,Couple no kids,International City/Al Quoz,4,320.0,3,1,1,0,1,0,0,0,1,0,1,3,6.8,Unreliable quality/timing,3,4,2,2,4,4,2,1,Family car,One pet,4,350.0,AED 300-399,Pay per use + discount,3,0,0,2,1,0,0,0,0,3,0,Free trial,4,1
LP0578,Premium Resident,Male,31,Filipino,5,57600.0,Family with kids,Downtown/Business Bay,8,6020.0,3,1,1,1,1,1,0,0,1,1,3,2,5.0,No cross-service loyalty,3,2,4,5,4,3,4,3,Family car,No pets,5,720.0,AED 500-749,Annual subscription,0,3,1,2,0,0,0,0,0,4,2,Data privacy,3,1
LP0579,Busy Professional,Female,32,Pakistani,5,82800.0,Living alone,Downtown/Business Bay,7,1410.0,4,1,1,0,0,1,0,1,1,1,1,3,6.4,Too many apps to manage,5,3,5,3,4,3,3,1,No car,No pets,5,530.0,AED 500-749,Monthly subscription,3,1,0,2,0,0,0,0,0,5,3,Transparent pricing,3,1
LP0580,Nuclear Family,Male,35,Pakistani,3,15600.0,Family with kids,International City/Al Quoz,6,1540.0,3,1,1,1,0,1,1,0,0,1,2,4,9.7,Too expensive,5,3,4,3,4,4,5,4,Own car,No pets,5,320.0,AED 300-399,Flexible credits,0,3,0,2,0,1,0,0,0,1,2,Verified partners,2,1
LP0581,Premium Resident,Male,43,Indian,5,68300.0,Living alone,Downtown/Business Bay,8,8260.0,2,1,1,1,1,1,1,0,1,1,3,1,7.5,Too many apps to manage,4,3,3,2,5,4,2,2,Family car,No pets,5,490.0,AED 400-499,Annual subscription,0,0,0,1,2,0,0,3,0,4,3,Verified partners,3,1
LP0582,Busy Professional,Male,32,Pakistani,4,21300.0,Living alone,Mirdif/Sports City,4,1560.0,3,1,1,0,1,1,0,0,1,0,3,3,7.4,Too expensive,5,3,3,5,5,3,2,1,Own car,No pets,5,240.0,AED 200-299,Monthly subscription,0,3,1,2,0,0,0,0,0,5,2,Cancellation policy,4,1
LP0583,Nuclear Family,Prefer not to say,38,Filipino,1,3500.0,Couple no kids,Mirdif/Sports City,8,1410.0,5,1,1,0,1,1,1,0,0,0,2,3,8.8,Unreliable quality/timing,5,4,5,3,4,5,2,1,Family car,Multiple pets,5,190.0,AED 100-199,Flexible credits,3,2,0,0,1,0,0,0,0,2,2,Peer recommendation,2,1
LP0584,Nuclear Family,Male,39,Indian,2,8000.0,Couple no kids,Mirdif/Sports City,8,990.0,4,1,1,0,1,1,0,0,0,0,2,4,8.1,No cross-service loyalty,5,5,5,1,5,4,3,1,No car,One pet,4,290.0,AED 200-299,Flexible credits,3,1,0,2,0,0,0,0,0,3,0,Data privacy,3,1
LP0585,Nuclear Family,Female,33,Filipino,3,16100.0,Family with kids,Downtown/Business Bay,6,2560.0,4,1,1,1,1,1,1,0,1,0,2,2,6.4,Unreliable quality/timing,5,5,4,2,4,3,4,1,No car,One pet,3,350.0,AED 300-399,Pay per use + discount,1,0,0,2,0,3,0,0,0,2,3,Free trial,3,0
LP0586,Busy Professional,Female,27,Arab,3,19400.0,Couple no kids,Downtown/Business Bay,7,1140.0,4,0,1,1,1,0,0,1,1,0,2,4,7.9,Too expensive,3,3,3,5,5,3,1,2,Own car,One pet,4,260.0,AED 200-299,Annual subscription,3,0,1,2,0,0,0,0,0,5,3,Verified partners,2,1
LP0587,Premium Resident,Male,44,Indian,4,30700.0,Couple no kids,JLT/Marina,7,4640.0,3,1,1,1,1,1,1,1,1,1,3,3,6.1,No personalisation,5,3,3,4,3,3,2,3,Own car,No pets,5,440.0,AED 400-499,Monthly subscription,0,0,1,2,0,0,0,3,0,4,2,Peer recommendation,2,1
LP0588,Budget Expat,Male,23,Other,2,6800.0,Flatmates,International City/Al Quoz,4,350.0,2,0,0,0,1,0,0,0,0,0,3,4,5.7,Too expensive,3,2,3,2,1,3,3,2,Family car,No pets,3,160.0,AED 100-199,Pay per use + discount,0,3,0,0,1,2,0,0,0,3,1,Transparent pricing,4,0
LP0589,Busy Professional,Female,29,Indian,3,14400.0,Living alone,Downtown/Business Bay,8,1820.0,4,1,1,1,1,1,0,1,1,0,3,4,6.2,Unreliable quality/timing,5,4,2,5,5,3,2,3,Own car,No pets,5,280.0,AED 200-299,Annual subscription,3,0,1,2,0,0,0,0,0,5,2,Peer recommendation,2,1
LP0590,Premium Resident,Male,46,British/Western,4,22000.0,Family with kids,Mirdif/Sports City,7,4560.0,4,1,1,1,1,1,1,0,1,1,3,2,7.3,Too many apps to manage,4,4,5,4,3,4,4,1,Own car,One pet,4,290.0,AED 200-299,Annual subscription,3,1,2,0,0,0,0,0,0,4,3,Verified partners,2,1
LP0591,Nuclear Family,Female,43,Pakistani,3,15700.0,Family with kids,Mirdif/Sports City,7,1570.0,4,1,1,1,1,1,1,0,1,0,2,3,6.9,Too expensive,4,4,5,4,4,2,3,3,Family car,No pets,5,190.0,AED 100-199,Flexible credits,2,1,3,0,0,0,0,0,0,5,1,Transparent pricing,4,1
LP0592,Nuclear Family,Female,35,Other,5,40500.0,Family with kids,Mirdif/Sports City,7,1700.0,2,1,1,1,1,1,0,0,0,0,2,3,7.7,Too many apps to manage,4,5,5,3,5,3,4,1,Own car,One pet,5,590.0,AED 500-749,Annual subscription,1,2,0,3,0,0,0,0,0,3,2,Peer recommendation,3,1
LP0593,Nuclear Family,Male,35,Pakistani,4,33000.0,Family with kids,Mirdif/Sports City,8,2190.0,4,1,1,0,1,0,1,0,1,0,3,4,8.6,Unreliable quality/timing,3,4,5,4,4,2,3,1,Own car,No pets,4,360.0,AED 300-399,Annual subscription,0,1,3,2,0,0,0,0,0,4,1,Verified partners,3,1
LP0594,Busy Professional,Male,21,Indian,3,17000.0,Living alone,JLT/Marina,8,1110.0,4,1,1,1,1,0,0,1,1,1,2,4,8.9,Hard to book and track,5,4,4,2,5,3,1,1,Own car,No pets,5,160.0,AED 100-199,Annual subscription,3,2,0,1,0,0,0,0,0,4,1,Peer recommendation,3,1
LP0595,Budget Expat,Female,25,Arab,2,6000.0,Flatmates,International City/Al Quoz,7,530.0,4,1,0,1,1,1,0,0,0,0,3,2,6.3,Hard to book and track,4,4,1,2,3,1,1,3,No car,No pets,4,130.0,AED 100-199,Monthly subscription,1,0,0,3,0,0,2,0,0,2,0,Transparent pricing,4,0
LP0596,Premium Resident,Male,36,Arab,3,11600.0,Couple no kids,Palm/Emirates Hills,8,15000.0,3,1,1,1,1,1,1,1,1,1,1,4,7.4,Too many apps to manage,4,4,2,3,4,5,3,2,Own car,One pet,4,320.0,AED 300-399,Annual subscription,3,0,0,2,1,0,0,0,0,3,3,Verified partners,3,1
LP0597,Premium Resident,Male,35,Indian,5,50400.0,Living alone,Downtown/Business Bay,5,5400.0,3,1,1,1,0,0,1,1,1,0,4,2,6.2,Too expensive,4,3,5,4,4,4,4,4,Own car,Multiple pets,4,850.0,AED 750+,Annual subscription,0,1,0,0,3,2,0,0,0,4,2,Peer recommendation,3,1
LP0598,Busy Professional,Female,33,Other,5,60700.0,Couple no kids,JLT/Marina,9,1380.0,4,0,1,1,1,1,1,0,1,0,2,5,10.0,Too many apps to manage,4,5,5,4,5,4,1,1,Family car,No pets,5,310.0,AED 300-399,Monthly subscription,2,1,0,3,0,0,0,0,0,5,2,Free trial,3,1
LP0599,Busy Professional,Male,31,British/Western,4,32100.0,Living alone,Downtown/Business Bay,9,630.0,3,1,0,1,1,1,1,0,1,0,2,4,9.4,Too many apps to manage,4,3,4,4,4,2,4,2,Own car,No pets,5,330.0,AED 300-399,Monthly subscription,0,1,2,3,0,0,0,0,0,3,2,Data privacy,4,1
LP0600,Premium Resident,Male,52,Indian,4,21700.0,Couple no kids,JLT/Marina,6,4680.0,4,0,0,1,1,1,1,0,1,1,2,2,8.7,Hard to book and track,2,2,3,5,3,5,5,2,Family car,No pets,5,470.0,AED 400-499,Annual subscription,0,0,2,0,3,1,0,0,0,3,3,Data privacy,3,1
LP0601,Busy Professional,Female,33,Arab,4,22500.0,Living alone,Downtown/Business Bay,8,1180.0,3,1,1,1,1,1,0,0,0,0,2,3,9.8,Too many apps to manage,4,4,2,4,5,3,2,2,Own car,No pets,5,250.0,AED 200-299,Annual subscription,3,0,2,1,0,0,0,0,0,4,2,Free trial,3,1
LP0602,Premium Resident,Female,36,Indian,5,70800.0,Family with kids,Downtown/Business Bay,5,3330.0,2,1,1,1,1,1,1,0,1,1,2,3,4.8,Unreliable quality/timing,4,4,4,5,4,4,5,2,No car,No pets,4,710.0,AED 500-749,Annual subscription,0,0,2,0,3,1,0,0,0,5,3,Verified partners,4,1
LP0603,Busy Professional,Female,41,Pakistani,4,30300.0,Living alone,JLT/Marina,7,490.0,3,1,0,1,1,1,1,1,0,1,3,3,7.5,No personalisation,5,3,5,3,3,4,2,2,Family car,One pet,4,270.0,AED 200-299,Annual subscription,0,1,0,3,2,0,0,0,0,4,3,Free trial,3,1
LP0604,Nuclear Family,Female,41,Other,3,15400.0,Family with kids,JLT/Marina,3,1040.0,5,1,1,0,1,0,0,0,0,1,2,3,5.3,Too many apps to manage,4,4,4,3,5,3,4,2,No car,No pets,4,380.0,AED 300-399,Pay per use + discount,0,2,0,1,0,3,0,0,0,3,1,Peer recommendation,2,1
LP0605,Premium Resident,Female,48,Indian,4,32000.0,Couple no kids,Downtown/Business Bay,7,5570.0,2,1,1,1,0,0,1,1,1,1,1,3,7.0,Hard to book and track,5,3,4,4,4,3,5,1,Own car,No pets,5,340.0,AED 300-399,Annual subscription,0,0,3,2,0,1,0,0,0,5,3,Free trial,2,1
LP0606,Budget Expat,Male,22,Indian,1,4000.0,Family with kids,International City/Al Quoz,5,500.0,2,1,0,1,0,1,0,0,0,0,2,1,6.0,Too expensive,5,1,4,2,3,3,3,1,No car,No pets,3,180.0,AED 100-199,Pay per use + discount,0,1,0,3,2,0,0,0,0,3,1,Transparent pricing,5,0
LP0607,Busy Professional,Male,29,Filipino,5,54800.0,Extended family,JLT/Marina,6,1230.0,4,1,0,1,1,1,1,0,0,0,1,4,8.7,Unreliable quality/timing,4,4,4,3,3,4,1,2,Family car,One pet,5,460.0,AED 400-499,Monthly subscription,3,1,0,0,2,0,0,0,0,3,3,Verified partners,1,1
LP0608,Nuclear Family,Female,34,Pakistani,2,9200.0,Family with kids,Mirdif/Sports City,8,1450.0,3,0,1,1,1,1,0,1,0,0,4,3,7.1,Too expensive,4,4,4,4,4,3,3,3,Own car,One pet,4,290.0,AED 200-299,Annual subscription,1,3,2,0,0,0,0,0,0,3,2,Verified partners,3,0
LP0609,Busy Professional,Male,31,Indian,3,17000.0,Couple no kids,JLT/Marina,9,850.0,4,1,1,1,1,1,0,0,1,0,2,4,6.8,Unreliable quality/timing,4,5,2,4,2,4,2,2,No car,No pets,5,330.0,AED 300-399,Monthly subscription,1,0,2,0,3,0,0,0,0,5,3,Transparent pricing,3,1
LP0610,Budget Expat,Male,28,Filipino,5,43800.0,Flatmates,Deira/Bur Dubai,3,580.0,2,1,1,1,1,1,0,0,0,0,4,3,4.0,Too expensive,4,1,3,3,3,2,2,1,No car,No pets,3,290.0,AED 200-299,Monthly subscription,0,2,3,1,0,0,0,0,0,3,0,Verified partners,4,0
LP0611,Busy Professional,Male,29,British/Western,2,8000.0,Living alone,Deira/Bur Dubai,7,590.0,4,1,1,1,1,1,0,1,1,0,2,5,9.0,Unreliable quality/timing,4,4,4,4,4,3,4,2,Own car,One pet,5,360.0,AED 300-399,Annual subscription,0,0,2,3,0,1,0,0,0,4,2,Verified partners,2,1
LP0612,Budget Expat,Female,31,Filipino,2,9200.0,Couple no kids,Downtown/Business Bay,6,690.0,3,0,0,0,0,0,0,0,1,0,4,3,5.6,Too many apps to manage,4,3,2,1,4,1,3,1,Own car,One pet,2,180.0,AED 100-199,Monthly subscription,2,0,0,1,0,3,0,0,0,1,1,Free trial,3,0
LP0613,Budget Expat,Female,27,Pakistani,4,34000.0,Family with kids,Downtown/Business Bay,4,470.0,2,0,0,1,1,0,0,0,1,0,3,2,7.5,Too expensive,4,1,3,3,3,2,2,2,No car,One pet,3,220.0,AED 200-299,Pay per use + discount,0,2,1,0,0,0,0,3,0,4,0,Transparent pricing,2,0
LP0614,Premium Resident,Female,38,Indian,4,26700.0,Living alone,Downtown/Business Bay,9,5350.0,2,1,1,1,0,1,1,0,1,1,3,4,6.0,No cross-service loyalty,4,3,3,4,5,4,4,2,Own car,One pet,4,600.0,AED 500-749,Annual subscription,0,0,0,1,2,3,0,0,0,4,2,Peer recommendation,3,1
LP0615,Busy Professional,Female,35,British/Western,4,26800.0,Couple no kids,Deira/Bur Dubai,6,950.0,4,1,1,1,1,0,0,0,0,0,1,3,9.7,Unreliable quality/timing,4,5,3,5,5,3,3,1,No car,No pets,5,310.0,AED 300-399,Pay per use + discount,2,0,3,1,0,0,0,0,0,4,1,Free trial,3,1
LP0616,Busy Professional,Female,28,Indian,3,16000.0,Couple no kids,Other,7,1270.0,4,1,1,1,1,1,0,1,0,0,3,3,6.8,Too expensive,5,5,3,3,2,3,2,1,Own car,No pets,5,240.0,AED 200-299,Flexible credits,1,0,2,0,3,0,0,0,0,5,3,Peer recommendation,2,1
LP0617,Busy Professional,Male,33,Other,4,25200.0,Living alone,Palm/Emirates Hills,8,1870.0,5,1,1,1,1,0,1,0,0,0,2,3,7.5,No personalisation,3,3,4,5,4,3,1,3,No car,No pets,5,300.0,AED 300-399,Annual subscription,0,2,1,3,0,0,0,0,0,4,2,Cancellation policy,2,1
LP0618,Busy Professional,Female,30,Pakistani,4,27100.0,Living alone,Mirdif/Sports City,8,740.0,4,1,1,0,1,1,1,0,1,0,2,4,8.2,Unreliable quality/timing,4,4,4,3,3,4,3,2,No car,One pet,5,250.0,AED 200-299,Annual subscription,3,1,0,0,2,0,0,0,0,4,1,Verified partners,3,1
LP0619,Budget Expat,Female,32,Filipino,2,8700.0,Living alone,Deira/Bur Dubai,6,540.0,2,1,0,0,1,1,1,0,0,0,1,2,5.2,Too expensive,4,2,1,3,4,3,1,1,No car,No pets,3,150.0,AED 100-199,Annual subscription,0,0,2,1,3,0,0,0,0,4,0,Transparent pricing,3,0
LP0620,Busy Professional,Prefer not to say,32,Indian,4,34000.0,Living alone,Palm/Emirates Hills,6,810.0,3,1,1,1,1,1,0,1,0,0,2,4,7.7,Too expensive,4,4,3,5,3,2,3,3,No car,One pet,4,250.0,AED 200-299,Monthly subscription,2,3,1,0,0,0,0,0,0,5,2,Cancellation policy,3,1
LP0621,Budget Expat,Male,33,Other,2,7800.0,Flatmates,International City/Al Quoz,4,320.0,4,1,1,0,1,0,0,0,0,0,3,2,4.2,Hard to book and track,3,4,3,2,4,1,2,2,No car,No pets,3,240.0,AED 200-299,Pay per use + discount,1,3,0,2,0,0,0,0,0,4,1,Verified partners,2,0
LP0622,Nuclear Family,Female,40,Filipino,4,31400.0,Family with kids,Mirdif/Sports City,7,2790.0,4,1,1,1,1,1,1,0,1,0,1,4,8.0,No cross-service loyalty,4,4,5,3,5,3,3,2,Family car,One pet,4,400.0,AED 400-499,Annual subscription,3,2,0,1,0,0,0,0,0,4,2,Verified partners,2,1
LP0623,Nuclear Family,Female,36,Indian,4,22500.0,Couple no kids,Mirdif/Sports City,6,1600.0,4,1,1,1,1,0,1,1,0,0,2,4,8.1,Unreliable quality/timing,4,5,5,3,4,3,4,3,Own car,No pets,5,250.0,AED 200-299,Monthly subscription,2,1,0,0,0,3,0,0,0,4,2,Transparent pricing,1,1
LP0624,Busy Professional,Male,25,British/Western,5,47900.0,Couple no kids,JLT/Marina,7,890.0,4,1,1,1,1,1,0,0,1,0,3,2,6.8,Too expensive,5,5,2,5,5,2,1,2,No car,No pets,5,230.0,AED 200-299,Monthly subscription,3,0,1,2,0,0,0,0,0,4,3,Verified partners,2,1
LP0625,Nuclear Family,Male,34,Pakistani,3,14100.0,Extended family,Mirdif/Sports City,8,1490.0,4,1,1,1,1,0,1,0,0,1,3,3,6.9,Too many apps to manage,4,5,4,5,5,4,3,1,Own car,One pet,3,200.0,AED 200-299,Monthly subscription,1,0,3,2,0,0,0,0,0,3,2,Transparent pricing,3,0
